age,marital,address,income,inccat,car,carcat,ed,employ,retire,empcat,jobsat,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
27,Married,2,36,$25 - $49,17.6,Standard,High school degree,1,0,1,4,m,6,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
53,Married,26,96,$75+,47.900000000000006,Luxury,College degree,10,0,2,4,f,2,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1
38,Unmarried,11,45,$25 - $49,22.200000000000003,Standard,College degree,4,0,1,1,m,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0
40,Unmarried,20,49,$25 - $49,24.6,Standard,Some college,3,0,1,3,m,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1
28,Married,1,17,Under $25,8.4,Economy,Did not complete high school,3,0,1,1,f,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
37,Married,12,65,$50 - $74,32.800000000000004,Luxury,High school degree,13,0,2,3,f,2,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1
37,Unmarried,3,52,$50 - $74,25.8,Standard,College degree,6,0,2,3,f,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
51,Unmarried,1,239,$75+,79.3,Luxury,Some college,26,0,3,4,m,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
45,Married,22,161,$75+,81.5,Luxury,College degree,20,0,3,5,m,4,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1
30,Unmarried,0,83,$75+,42.7,Luxury,College degree,6,0,2,4,m,3,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
38,Unmarried,2,114,$75+,56.8,Luxury,Some college,12,0,2,3,m,2,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1
48,Unmarried,5,103,$75+,50.8,Luxury,High school degree,11,0,2,5,f,1,0,0,0,0,NA,1,0,1,1,1,0,1,0,1,1
55,Married,6,55,$50 - $74,27.1,Standard,High school degree,9,0,2,4,f,2,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
58,Unmarried,27,241,$75+,76,Luxury,College degree,35,0,3,3,m,1,1,1,1,0,NA,1,1,1,1,1,1,0,1,0,1
60,Unmarried,22,404,$75+,87.7,Luxury,College degree,28,0,3,4,f,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1
37,Married,7,42,$25 - $49,20.9,Standard,Did not complete high school,13,0,2,4,m,3,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1
21,Married,2,18,Under $25,8.9,Economy,High school degree,0,0,1,1,f,6,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1
39,Married,1,55,$50 - $74,27.3,Standard,Some college,6,0,2,2,m,4,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1
36,Married,9,39,$25 - $49,19.3,Standard,High school degree,1,0,1,1,m,3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
42,Unmarried,17,108,$75+,54.8,Luxury,College degree,7,0,2,3,m,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1
38,Married,15,34,$25 - $49,17.3,Standard,High school degree,6,0,2,2,f,3,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1
56,Unmarried,2,55,$50 - $74,28.4,Standard,Some college,5,0,2,1,f,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1
34,Married,3,45,$25 - $49,22.6,Standard,High school degree,14,0,2,2,f,2,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0
31,Unmarried,9,77,$75+,37.4,Luxury,Post-undergraduate degree,0,0,1,1,m,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1
61,Unmarried,9,153,$75+,75.2,Luxury,Did not complete high school,34,0,3,4,f,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1
40,Married,14,33,$25 - $49,16.8,Standard,Did not complete high school,1,0,1,1,m,3,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1
34,Married,0,19,Under $25,9.5,Economy,Some college,11,0,2,3,f,5,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
26,Unmarried,7,24,Under $25,12,Economy,High school degree,4,0,1,2,m,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0
64,Married,38,57,$50 - $74,27.9,Standard,Some college,23,0,3,5,m,2,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1
25,Married,4,26,$25 - $49,12.8,Economy,College degree,1,0,1,3,m,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,Unmarried,1,39,$25 - $49,19.4,Standard,College degree,5,0,2,2,f,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0
25,Unmarried,1,27,$25 - $49,13.3,Economy,High school degree,1,0,1,4,m,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
35,Married,3,38,$25 - $49,18.9,Standard,High school degree,15,0,3,5,f,2,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
40,Unmarried,7,143,$75+,72.10000000000001,Luxury,Some college,9,0,2,3,f,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
23,Married,2,23,Under $25,12,Economy,High school degree,0,0,1,3,f,3,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1
41,Married,18,54,$50 - $74,27.200000000000003,Standard,Post-undergraduate degree,3,0,1,2,f,4,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
37,Married,10,210,$75+,71.8,Luxury,College degree,8,0,2,2,m,3,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1
49,Married,30,24,Under $25,11.9,Economy,High school degree,5,0,2,2,f,2,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1
26,Married,7,21,Under $25,10.8,Economy,Some college,2,0,1,2,m,4,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0
26,Unmarried,2,19,Under $25,9.3,Economy,Did not complete high school,6,0,2,4,f,2,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
64,Unmarried,22,157,$75+,78.4,Luxury,High school degree,30,0,3,4,f,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1
41,Married,10,59,$50 - $74,29.4,Standard,College degree,13,0,2,4,m,5,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1
22,Married,0,26,$25 - $49,13.1,Economy,College degree,0,0,1,1,m,4,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
29,Married,7,27,$25 - $49,13.7,Economy,Did not complete high school,2,0,1,2,f,4,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1
41,Unmarried,5,32,$25 - $49,16.3,Standard,College degree,9,0,2,5,m,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1
65,Married,34,15,Under $25,7.4,Economy,Did not complete high school,5,1,2,4,f,4,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1
37,Married,8,63,$50 - $74,31,Luxury,Post-undergraduate degree,6,0,2,4,f,3,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
22,Unmarried,0,15,Under $25,7.4,Economy,Some college,0,0,1,1,f,2,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1
46,Married,20,36,$25 - $49,17.900000000000002,Standard,Some college,9,0,2,2,f,3,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1
39,Married,3,40,$25 - $49,19.700000000000003,Standard,Did not complete high school,22,0,3,5,m,4,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1
26,Unmarried,0,17,Under $25,8.700000000000001,Economy,High school degree,1,0,1,1,m,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
23,Unmarried,3,63,$50 - $74,31.6,Luxury,College degree,0,0,1,2,m,2,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
47,Unmarried,20,46,$25 - $49,22.200000000000003,Standard,Some college,17,0,3,3,m,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1
29,Unmarried,3,27,$25 - $49,13,Economy,College degree,1,0,1,2,m,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0
49,Married,3,78,$75+,39,Luxury,Some college,16,0,3,3,f,5,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
48,Married,0,26,$25 - $49,13.4,Economy,Did not complete high school,0,0,1,1,f,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1
51,Married,27,123,$75+,59.6,Luxury,Some college,26,0,3,5,m,2,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0
21,Unmarried,1,28,$25 - $49,13.6,Economy,Some college,0,0,1,5,m,2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1
30,Married,10,27,$25 - $49,13.1,Economy,High school degree,8,0,2,2,m,2,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1
28,Unmarried,1,20,Under $25,10.1,Economy,High school degree,1,0,1,3,m,2,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1
33,Married,0,21,Under $25,10.7,Economy,College degree,1,0,1,1,f,5,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
36,Married,17,42,$25 - $49,20.8,Standard,Did not complete high school,15,0,3,4,f,2,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1
35,Unmarried,12,47,$25 - $49,22.700000000000003,Standard,High school degree,2,0,1,3,f,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
39,Married,7,39,$25 - $49,20,Standard,High school degree,10,0,2,2,f,3,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1
50,Married,26,42,$25 - $49,20.5,Standard,Did not complete high school,6,0,2,2,f,4,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1
30,Unmarried,0,36,$25 - $49,18,Standard,High school degree,8,0,2,3,m,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
33,Married,14,67,$50 - $74,34.1,Luxury,High school degree,12,0,2,1,f,4,0,1,0,0,NA,1,1,1,1,1,0,1,0,1,1
34,Unmarried,5,22,Under $25,11.3,Economy,College degree,8,0,2,2,f,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
49,Unmarried,23,216,$75+,72.9,Luxury,Some college,28,0,3,4,f,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1
30,Unmarried,0,49,$25 - $49,24,Standard,College degree,4,0,1,4,m,2,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1
36,Unmarried,15,41,$25 - $49,20.700000000000003,Standard,Did not complete high school,12,0,2,4,f,4,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1
45,Unmarried,20,23,Under $25,11.4,Economy,High school degree,8,0,2,5,f,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
42,Married,9,58,$50 - $74,29.200000000000003,Standard,College degree,7,0,2,5,f,2,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1
62,Married,11,12,Under $25,6.1000000000000005,Economy,Post-undergraduate degree,10,1,2,4,m,2,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0
26,Married,3,43,$25 - $49,21.8,Standard,College degree,0,0,1,1,m,3,1,0,0,0,NA,0,0,1,1,1,0,0,0,1,1
20,Unmarried,0,13,Under $25,6.300000000000001,Economy,Some college,0,0,1,1,f,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1
44,Married,17,75,$75+,37.9,Luxury,High school degree,13,0,2,1,m,2,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
49,Married,9,77,$75+,37.7,Luxury,College degree,9,0,2,3,f,4,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
34,Unmarried,8,27,$25 - $49,13.1,Economy,Some college,5,0,2,2,f,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
49,Married,30,116,$75+,57.400000000000006,Luxury,High school degree,22,0,3,4,f,4,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1
63,Married,8,19,Under $25,9.4,Economy,High school degree,31,1,3,4,m,2,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1
47,Unmarried,24,47,$25 - $49,23.1,Standard,Some college,16,0,3,3,f,2,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1
35,Unmarried,8,35,$25 - $49,17.8,Standard,High school degree,8,0,2,4,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
20,Unmarried,0,17,Under $25,8.4,Economy,High school degree,1,0,1,4,m,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
36,Unmarried,3,41,$25 - $49,19.6,Standard,High school degree,13,0,2,3,m,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
40,Married,15,67,$50 - $74,32.9,Luxury,Some college,18,0,3,5,m,4,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0
62,Unmarried,11,23,Under $25,11.9,Economy,Did not complete high school,19,1,3,5,m,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
28,Unmarried,3,25,$25 - $49,12.9,Economy,Some college,7,0,2,1,m,3,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1
39,Unmarried,3,48,$25 - $49,23.6,Standard,Did not complete high school,11,0,2,3,f,4,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
44,Married,18,59,$50 - $74,29.1,Standard,High school degree,18,0,3,3,f,2,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1
45,Married,21,50,$50 - $74,23.8,Standard,High school degree,6,0,2,5,f,6,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
24,Married,2,24,Under $25,11.9,Economy,College degree,0,0,1,2,m,7,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1
45,Married,4,156,$75+,79.80000000000001,Luxury,High school degree,23,0,3,5,m,2,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
68,Unmarried,17,246,$75+,70.6,Luxury,High school degree,40,0,3,3,f,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0
38,Unmarried,2,53,$50 - $74,27.3,Standard,High school degree,4,0,1,1,m,3,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
57,Unmarried,31,102,$75+,51,Luxury,High school degree,15,0,3,4,m,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1
27,Unmarried,7,70,$50 - $74,34.6,Luxury,College degree,3,0,1,1,f,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1
28,Unmarried,4,26,$25 - $49,12.6,Economy,Some college,0,0,1,1,f,3,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1
30,Married,6,65,$50 - $74,32.800000000000004,Luxury,High school degree,4,0,1,2,f,3,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1
49,Married,25,39,$25 - $49,20,Standard,High school degree,3,0,1,3,m,3,0,0,1,0,NA,1,0,1,1,1,0,0,0,0,1
39,Unmarried,10,53,$50 - $74,26.700000000000003,Standard,Some college,6,0,2,4,f,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
55,Married,2,129,$75+,64.60000000000001,Luxury,College degree,29,0,3,2,m,4,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
47,Unmarried,5,45,$25 - $49,22.9,Standard,Did not complete high school,25,0,3,4,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
57,Unmarried,18,27,$25 - $49,13,Economy,College degree,1,0,1,3,f,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
30,Unmarried,1,69,$50 - $74,34,Luxury,Post-undergraduate degree,2,0,1,4,f,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
48,Married,18,55,$50 - $74,26.9,Standard,High school degree,11,0,2,5,m,5,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
47,Married,12,130,$75+,64.8,Luxury,Post-undergraduate degree,6,0,2,3,f,2,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1
38,Unmarried,18,49,$25 - $49,25.3,Standard,High school degree,20,0,3,2,m,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1
53,Married,3,243,$75+,76.1,Luxury,College degree,27,0,3,4,f,2,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
46,Married,4,115,$75+,58.2,Luxury,Did not complete high school,30,0,3,5,f,5,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1
36,Unmarried,4,20,Under $25,10.2,Economy,Did not complete high school,3,0,1,2,m,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
34,Unmarried,4,104,$75+,51.3,Luxury,Post-undergraduate degree,5,0,2,3,m,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
53,Unmarried,1,60,$50 - $74,29.9,Standard,Did not complete high school,13,0,2,5,m,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1
38,Unmarried,14,30,$25 - $49,15.2,Standard,High school degree,1,0,1,5,f,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1
33,Unmarried,0,24,Under $25,12.2,Economy,High school degree,1,0,1,2,m,3,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1
60,Unmarried,27,465,$75+,79.2,Luxury,High school degree,38,0,3,5,m,3,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1
25,Married,6,60,$50 - $74,30.1,Luxury,Some college,1,0,1,3,f,3,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1
39,Unmarried,13,77,$75+,39.3,Luxury,Some college,12,0,2,5,f,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1
38,Unmarried,2,65,$50 - $74,33,Luxury,College degree,12,0,2,4,m,2,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1
43,Married,21,27,$25 - $49,13.8,Economy,College degree,8,0,2,4,m,5,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1
54,Married,6,21,Under $25,10.2,Economy,College degree,4,0,1,3,m,3,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1
56,Unmarried,32,28,$25 - $49,14.2,Economy,Did not complete high school,7,0,2,3,f,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
31,Unmarried,11,71,$50 - $74,36.5,Luxury,College degree,6,0,2,2,m,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1
40,Unmarried,0,46,$25 - $49,23.1,Standard,Post-undergraduate degree,1,0,1,2,m,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0
75,Married,9,26,$25 - $49,13.9,Economy,Did not complete high school,46,1,3,4,m,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1
22,Unmarried,1,18,Under $25,9,Economy,College degree,0,0,1,1,m,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
36,Unmarried,1,85,$75+,41.5,Luxury,College degree,4,0,1,2,m,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
73,Unmarried,53,15,Under $25,7.4,Economy,High school degree,16,1,3,4,m,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1
72,Married,11,103,$75+,50.6,Luxury,High school degree,22,0,3,5,m,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1
35,Married,4,52,$50 - $74,25.6,Standard,Some college,4,0,1,3,m,3,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1
55,Unmarried,29,37,$25 - $49,18.4,Standard,High school degree,12,0,2,4,f,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1
27,Married,6,27,$25 - $49,13.3,Economy,High school degree,2,0,1,4,m,3,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1
51,Married,12,125,$75+,61.900000000000006,Luxury,High school degree,16,0,3,4,m,4,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1
34,Married,10,22,Under $25,10.9,Economy,High school degree,2,0,1,1,f,5,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1
67,Married,20,266,$75+,75,Luxury,College degree,31,0,3,4,f,2,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1
40,Married,7,98,$75+,49.2,Luxury,High school degree,15,0,3,3,m,2,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
42,Unmarried,0,53,$50 - $74,26.4,Standard,Some college,11,0,2,1,f,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
44,Unmarried,0,47,$25 - $49,23.700000000000003,Standard,High school degree,8,0,2,4,m,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1
53,Married,21,30,$25 - $49,15.5,Standard,Did not complete high school,8,0,2,3,m,7,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
60,Unmarried,30,163,$75+,80.2,Luxury,High school degree,27,0,3,5,m,2,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
25,Married,5,42,$25 - $49,21,Standard,College degree,0,0,1,1,f,4,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1
28,Married,2,30,$25 - $49,14.9,Economy,Some college,6,0,2,2,f,3,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1
57,Married,3,42,$25 - $49,20.9,Standard,Did not complete high school,15,0,3,2,m,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
28,Married,2,21,Under $25,10.7,Economy,Did not complete high school,2,0,1,2,f,3,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
31,Married,1,33,$25 - $49,16.400000000000002,Standard,Some college,5,0,2,3,m,4,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1
30,Married,10,13,Under $25,6.6000000000000005,Economy,College degree,6,0,2,2,f,2,0,1,0,1,NA,0,0,1,1,1,0,1,0,0,1
38,Unmarried,18,33,$25 - $49,16.2,Standard,College degree,1,0,1,2,m,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1
37,Unmarried,1,37,$25 - $49,18.6,Standard,College degree,8,0,2,4,m,3,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1
26,Unmarried,1,17,Under $25,8.5,Economy,College degree,1,0,1,1,m,3,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1
61,Unmarried,8,22,Under $25,11.3,Economy,College degree,3,0,1,3,f,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1
33,Unmarried,9,99,$75+,51.1,Luxury,College degree,6,0,2,5,m,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
33,Married,12,62,$50 - $74,30.1,Luxury,High school degree,1,0,1,3,f,4,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1
52,Married,31,60,$50 - $74,31.200000000000003,Luxury,Some college,17,0,3,4,m,2,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1
51,Married,17,102,$75+,50.400000000000006,Luxury,College degree,9,0,2,4,m,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
51,Unmarried,3,118,$75+,59.8,Luxury,Some college,27,0,3,3,m,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1
59,Unmarried,19,34,$25 - $49,16.900000000000002,Standard,College degree,7,0,2,2,f,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1
46,Married,14,36,$25 - $49,18.5,Standard,Did not complete high school,16,0,3,3,f,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
18,Unmarried,0,13,Under $25,6.6000000000000005,Economy,High school degree,0,0,1,1,f,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
56,Married,5,46,$25 - $49,22.700000000000003,Standard,Did not complete high school,10,0,2,2,m,2,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
56,Unmarried,33,24,Under $25,12,Economy,High school degree,3,0,1,1,m,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1
19,Unmarried,0,20,Under $25,10.3,Economy,High school degree,0,0,1,1,m,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1
29,Unmarried,6,38,$25 - $49,18.8,Standard,College degree,0,0,1,1,m,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
45,Married,26,60,$50 - $74,30.3,Luxury,College degree,1,0,1,3,f,2,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1
45,Married,2,45,$25 - $49,22,Standard,Some college,18,0,3,3,m,4,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1
35,Unmarried,7,40,$25 - $49,19.8,Standard,Some college,1,0,1,2,f,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1
48,Unmarried,27,76,$75+,37.8,Luxury,Some college,14,0,2,3,f,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1
38,Unmarried,19,143,$75+,71.4,Luxury,High school degree,18,0,3,5,f,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
45,Unmarried,18,22,Under $25,10.7,Economy,High school degree,1,0,1,3,m,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1
47,Unmarried,3,81,$75+,39.8,Luxury,College degree,10,0,2,4,m,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
33,Married,0,40,$25 - $49,20.1,Standard,Post-undergraduate degree,3,0,1,2,f,2,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0
39,Unmarried,8,37,$25 - $49,18.3,Standard,Did not complete high school,16,0,3,4,m,1,0,0,0,0,NA,0,1,1,1,1,0,0,0,1,1
40,Married,16,48,$25 - $49,24.3,Standard,High school degree,3,0,1,4,m,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
41,Unmarried,8,33,$25 - $49,16.8,Standard,Did not complete high school,4,0,1,1,m,2,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0
42,Unmarried,14,93,$75+,46.400000000000006,Luxury,High school degree,21,0,3,3,f,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
51,Unmarried,5,114,$75+,56.400000000000006,Luxury,High school degree,26,0,3,5,m,3,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1
39,Married,3,84,$75+,42.6,Luxury,Did not complete high school,15,0,3,5,m,4,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
26,Married,0,15,Under $25,7.4,Economy,High school degree,0,0,1,1,f,2,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1
51,Married,1,94,$75+,46.6,Luxury,Some college,18,0,3,2,m,2,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1
67,Unmarried,10,11,Under $25,5.5,Economy,Some college,5,1,2,1,f,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
51,Married,27,21,Under $25,9.8,Economy,Did not complete high school,1,0,1,1,m,5,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
54,Married,21,88,$75+,45.5,Luxury,Did not complete high school,38,0,3,2,f,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
32,Unmarried,0,34,$25 - $49,17.1,Standard,College degree,5,0,2,2,f,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
36,Married,16,88,$75+,43.7,Luxury,Some college,14,0,2,4,m,5,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
36,Married,15,59,$50 - $74,28,Standard,Some college,9,0,2,2,f,7,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
74,Unmarried,13,106,$75+,52.6,Luxury,Some college,23,0,3,4,m,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1
46,Married,14,53,$50 - $74,27.1,Standard,Did not complete high school,16,0,3,2,f,4,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1
32,Unmarried,8,21,Under $25,10.4,Economy,Post-undergraduate degree,4,0,1,1,m,1,1,1,0,0,NA,1,1,1,1,1,1,1,1,0,1
27,Married,8,29,$25 - $49,14.1,Economy,Post-undergraduate degree,0,0,1,2,m,5,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1
42,Unmarried,1,77,$75+,38.3,Luxury,Some college,4,0,1,2,f,2,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1
28,Unmarried,0,47,$25 - $49,22.6,Standard,College degree,4,0,1,4,f,3,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0
28,Unmarried,8,14,Under $25,7,Economy,College degree,5,0,2,2,m,2,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0
